schema_version,analysis_class,analysis_id,split_order,split_name,stratum_dimension,stratum_order,stratum_id,stratum_label,method_order,method,metric_order,metric,sequence_count_display,sequence_count,component_count_display,component_count,estimate,ci_lower,ci_upper,bootstrap_iterations,bootstrap_seed,reporting_status
1,confirmatory,v060-component_size,1,cluster70,component_size,1,component_02_04,2–4,1,length-logistic,1,balanced_accuracy,10,10,8,8,NA,NA,NA,NA,NA,insufficient_sequences
1,confirmatory,v060-component_size,1,cluster70,component_size,1,component_02_04,2–4,1,length-logistic,2,macro_f1,10,10,8,8,NA,NA,NA,NA,NA,insufficient_sequences
1,confirmatory,v060-component_size,1,cluster70,component_size,2,component_05_09,5–9,1,length-logistic,0,accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,2,component_05_09,5–9,1,length-logistic,1,balanced_accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,2,component_05_09,5–9,1,length-logistic,2,macro_f1,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,3,component_10_19,10–19,1,length-logistic,0,accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,3,component_10_19,10–19,1,length-logistic,1,balanced_accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,3,component_10_19,10–19,1,length-logistic,2,macro_f1,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,4,component_20_plus,20+,1,length-logistic,0,accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,4,component_20_plus,20+,1,length-logistic,1,balanced_accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,4,component_20_plus,20+,1,length-logistic,2,macro_f1,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,0,component_singleton,1,2,aac-logistic,0,accuracy,55,55,55,55,0.345454545454545,0.218181818181818,0.472727272727273,2000,2026,reportable
1,confirmatory,v060-component_size,1,cluster70,component_size,0,component_singleton,1,2,aac-logistic,1,balanced_accuracy,55,55,55,55,0.302342657342657,0.158100490196078,0.47371047008547,2000,2026,reportable
1,confirmatory,v060-component_size,1,cluster70,component_size,0,component_singleton,1,2,aac-logistic,2,macro_f1,55,55,55,55,0.290067873303167,0.163591610372178,0.403689496311606,2000,2026,reportable
1,confirmatory,v060-component_size,1,cluster70,component_size,1,component_02_04,2–4,2,aac-logistic,0,accuracy,10,10,8,8,NA,NA,NA,NA,NA,insufficient_sequences
1,confirmatory,v060-component_size,1,cluster70,component_size,1,component_02_04,2–4,2,aac-logistic,1,balanced_accuracy,10,10,8,8,NA,NA,NA,NA,NA,insufficient_sequences
1,confirmatory,v060-component_size,1,cluster70,component_size,1,component_02_04,2–4,2,aac-logistic,2,macro_f1,10,10,8,8,NA,NA,NA,NA,NA,insufficient_sequences
1,confirmatory,v060-component_size,1,cluster70,component_size,2,component_05_09,5–9,2,aac-logistic,0,accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,2,component_05_09,5–9,2,aac-logistic,1,balanced_accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,2,component_05_09,5–9,2,aac-logistic,2,macro_f1,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,3,component_10_19,10–19,2,aac-logistic,0,accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,3,component_10_19,10–19,2,aac-logistic,1,balanced_accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,3,component_10_19,10–19,2,aac-logistic,2,macro_f1,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,4,component_20_plus,20+,2,aac-logistic,0,accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,4,component_20_plus,20+,2,aac-logistic,1,balanced_accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,4,component_20_plus,20+,2,aac-logistic,2,macro_f1,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
